battery,t_bucket,arr,bp,fever,action,q
10,0,0,0,0,4,93.90995984955704
9,1,0,0,0,0,227.73450312364022
9,2,0,0,0,2,232.3661710530222
9,3,0,1,0,7,257.39412410630166
9,4,1,0,0,1,240.62680376345648
9,5,1,0,0,3,245.57487880029313
9,6,1,0,0,1,246.30154107385013
9,7,1,0,0,4,247.1008542567042
9,8,0,0,0,3,234.83731769652522
9,9,0,1,0,1,243.203007644742
9,10,0,1,0,5,249.4196606287063
9,11,1,1,0,2,263.81989492804485
9,12,1,1,0,4,260.60953332759016
9,13,0,1,0,3,247.41615638475068
9,14,0,0,0,4,232.8917398313235
9,15,1,0,0,3,249.49213254687436
9,16,1,1,0,6,260.71660002973215
9,17,0,1,0,4,244.2024315804996
9,18,0,1,0,7,259.7583247505153
9,19,1,0,0,7,257.89726846963555
9,20,0,0,0,1,228.4156963368214
9,21,0,0,0,6,233.51191589226943
9,22,0,1,0,3,245.0921454139734
9,23,0,1,1,3,256.0909346706417
9,24,0,1,0,0,240.15682266577224
9,25,0,1,0,6,250.10496385468565
9,26,1,0,0,0,240.9734343926275
9,27,1,0,0,5,248.13651305557704
9,28,0,0,0,5,233.4174520923539
9,29,1,0,0,2,240.59294610904237
9,30,1,1,0,4,254.72656599338404
9,31,1,1,0,0,254.40508528362184
9,32,1,1,0,4,258.3723077602466
9,33,1,1,0,2,251.5215351315287
9,34,1,1,0,7,271.24213069740205
9,35,0,0,1,6,241.87830103127905
9,36,0,1,1,5,256.50104644894896
9,37,0,1,0,4,239.86892531883692
9,38,1,1,0,5,258.9212692283205
9,39,0,1,0,5,242.80234193607416
9,40,0,1,1,6,268.27413150123334
9,41,0,0,1,5,245.29522160339496
9,42,1,0,0,4,244.40717025819305
9,43,0,0,0,4,229.22611476911663
9,44,1,0,0,6,245.05378460294773
9,45,0,1,0,7,259.7199992261305
9,46,1,0,0,3,247.9992282204159
9,47,1,1,0,1,255.85528894169528
9,48,1,1,0,0,252.0056071875852
9,49,1,1,0,7,268.36773048769373
9,50,0,0,0,2,232.17734775013756
9,51,0,0,0,0,226.35692595254622
9,52,0,0,0,0,227.83158221168006
9,53,0,0,0,7,238.97500355402505
9,54,0,1,0,3,247.64357611654665
9,55,0,0,1,2,238.85297113732338
9,56,0,0,1,5,243.8069484910716
9,57,1,0,0,2,244.41703603790745
9,58,1,1,0,2,257.3322325941433
9,59,1,1,0,5,255.7074087790379
9,0,1,1,0,3,261.84720767319715
9,1,1,1,0,0,254.28495667192684
9,2,1,1,0,2,257.7630901698299
9,3,1,0,0,0,242.0764733813488
9,4,1,0,0,5,250.0245860927098
9,5,0,0,0,2,233.83731806808854
9,6,0,0,0,3,236.96745020274315
9,7,0,1,0,3,250.88945526153677
9,8,0,1,1,4,256.30308708930215
9,9,0,1,1,2,263.5337965375153
9,10,0,0,1,3,246.4044296068797
9,11,0,0,0,1,229.37305401121972
9,12,0,0,1,0,243.26401356655498
9,13,0,0,1,0,237.45836971083799
9,14,0,0,1,0,238.12914771363182
9,15,0,0,1,0,239.4422455514071
9,16,0,0,1,3,246.7361720923028
9,17,0,0,0,4,233.04477581611593
9,18,0,0,0,4,233.60412861760705
9,19,1,0,0,5,245.86591424002037
9,20,0,0,1,2,241.4614563316441
9,21,0,1,1,2,260.19991067229097
9,22,0,1,1,4,256.89250591812544
9,23,1,1,1,4,270.02625702884853
9,24,1,1,1,4,270.1676335771464
9,25,0,1,1,7,272.633199440832
9,26,1,1,0,0,254.82230844431862
9,27,1,1,0,3,259.07241645106353
9,28,1,0,0,7,259.42650679153166
9,29,0,0,0,7,244.86622950413732
9,30,1,1,0,2,256.73325720776427
9,32,1,1,0,1,253.52490284262785
9,33,1,1,0,6,256.89829390949853
9,34,1,0,0,3,249.9385122268828
9,35,1,0,0,6,242.28762331053767
9,36,0,0,0,3,233.9669487856197
9,37,0,0,0,7,243.24096563521766
9,38,0,0,0,3,234.69103796807497
9,39,0,1,1,0,253.35369767263677
9,40,0,1,1,3,257.4261954241141
9,41,0,0,1,4,239.37789499979655
9,42,0,0,1,4,240.6354109725047
9,43,0,0,1,6,238.86407374046922
9,44,1,0,1,4,255.9767890243306
9,45,0,0,1,3,246.86605056437935
9,46,0,1,0,6,248.8460538484131
9,47,0,1,0,4,242.75333515992213
9,48,0,1,0,2,247.5250966292926
9,49,0,0,0,5,232.6958030421386
9,50,1,0,0,0,238.40432352720606
9,51,1,0,0,3,246.76970576476884
9,52,1,0,0,6,246.11899667962325
9,53,0,0,0,1,232.3864630791267
9,54,0,0,0,5,233.8643317475694
9,55,0,0,0,1,227.82838906123555
9,56,0,0,1,3,253.11394264648658
9,57,0,0,0,2,235.20951500253497
9,58,0,0,0,0,229.04507455471372
9,59,0,0,0,2,233.05226063942627
9,0,0,0,0,6,237.55792027675554
9,2,0,0,0,4,233.46220204206517
9,3,0,0,0,5,233.01430174721682
9,4,0,0,0,7,247.09311355962708
9,5,1,0,0,2,250.08119165506542
9,6,1,0,0,0,241.41875348292066
9,7,1,0,0,5,247.86041861435277
9,8,1,0,0,5,246.28493289504758
9,9,0,0,0,5,230.9897261608715
9,10,1,0,0,2,245.88416528147957
