battery,t_bucket,arr,bp,fever,action,q
10,0,0,0,0,7,116.5775782082397
9,1,0,1,1,4,118.95724696664332
9,2,0,1,1,0,124.19377308714631
9,3,0,1,1,5,124.56507096130414
9,4,1,1,0,7,121.17068625564693
9,5,0,1,0,1,113.52102887467282
9,6,0,1,0,7,113.37470000437716
9,7,0,1,0,3,110.99448938178021
9,8,0,0,1,2,110.64111647024575
9,9,0,1,1,6,123.4287918828455
9,10,0,0,1,1,109.81403869442843
9,11,0,0,0,0,96.18647025682858
9,12,0,0,0,3,98.02010853940156
9,13,0,0,0,3,98.03320567710314
9,14,0,0,0,4,93.54431741391168
9,15,1,0,0,4,109.91275765028234
9,16,0,0,0,7,97.08082784236322
9,17,0,1,0,1,111.62714990463286
9,18,0,1,0,1,112.72064193741284
9,19,0,1,0,2,114.86718242291991
9,20,0,0,0,7,109.70194829840689
9,21,0,0,0,5,101.74773364552154
9,22,0,0,0,2,100.04408620041463
9,23,0,1,0,5,113.52556813620741
9,24,0,1,0,4,112.86973245092835
9,25,0,1,0,0,113.74420593779851
9,26,0,1,0,5,113.45554589432712
9,27,0,1,0,1,115.41891497127214
9,28,0,1,0,3,121.47461886541856
9,29,0,0,0,4,99.03704593069581
9,30,1,0,0,7,109.80739212317984
9,31,1,1,1,4,141.58215004977433
9,32,0,1,1,5,125.21295368350177
9,33,1,1,0,3,124.70524018061555
9,34,1,1,0,3,127.06341205087193
9,35,1,0,1,1,123.85008770855148
9,36,1,0,0,7,109.9870459427997
9,37,0,1,0,7,110.74660058374033
9,38,1,0,1,2,125.58979229327444
9,39,1,1,1,7,149.65519267063905
9,40,0,0,1,6,111.99852887294341
9,41,0,0,1,3,124.09998763590045
9,42,0,0,0,2,98.467090430552
9,43,0,0,0,5,97.94880545361943
9,44,1,0,0,5,109.23240455685465
9,45,0,0,0,7,99.70123517216969
9,46,1,0,0,1,107.34081317583764
9,47,1,0,0,3,106.17733913093066
9,48,1,1,0,0,119.92826690424137
9,49,1,1,0,4,120.74533738555688
9,50,0,1,0,3,116.28393396056973
9,51,0,0,0,6,96.34601777270156
9,52,1,0,0,7,119.62572127315877
9,53,0,0,0,7,97.06361925972521
9,54,0,1,0,4,108.12265546868164
9,55,0,1,0,0,109.05913450784861
9,56,0,1,0,6,111.12057038891648
9,57,1,0,0,0,105.524676119301
9,58,1,0,0,5,105.23025489000204
9,59,1,0,0,7,107.3503074013088
9,0,1,0,0,7,105.2974389619645
9,1,0,1,0,2,109.01825816211107
9,2,0,1,0,7,114.64913048924348
9,3,0,0,0,7,100.12560240403039
9,4,0,0,1,0,108.88029939399996
9,5,0,0,1,6,108.9207743467625
9,6,1,0,1,0,124.86226989726714
9,7,1,0,1,1,134.07710320704942
9,8,1,0,1,4,122.3299034557288
9,9,0,0,1,0,110.48879278869265
9,10,0,0,1,7,109.5628321014283
9,11,1,0,0,3,110.66851922047246
9,12,1,0,1,1,127.97539977675312
9,13,1,0,0,6,111.36076105907019
9,14,0,0,0,2,98.42282482957049
9,15,0,0,0,1,97.53237059083976
9,16,0,0,0,5,94.90715413785011
9,17,0,0,0,4,95.77957853566718
9,18,0,0,0,0,99.08196733693451
9,19,0,0,0,1,100.32379040986609
9,20,0,0,1,2,115.5965060141336
9,21,0,1,1,1,129.41564012564322
9,22,0,1,0,1,114.32560030386976
9,23,0,1,0,2,118.18478602496485
9,24,0,1,0,7,118.8874859484497
9,25,0,1,0,5,112.71594968781235
9,26,1,1,0,1,127.56737361950822
9,27,1,1,0,2,127.85972669706246
9,28,1,0,0,3,116.14116576281218
9,29,1,0,0,3,108.66096659873511
9,30,1,1,0,6,123.40013247640263
9,31,1,1,0,2,123.91714702329361
9,32,1,0,0,6,111.32055536204331
9,33,1,0,0,1,107.49587522806796
9,34,1,0,1,7,123.52336865456877
9,35,1,0,0,0,107.66226523528132
9,36,1,0,0,5,107.42781015779765
9,37,0,0,0,1,101.5022903734811
9,38,0,0,0,7,100.56434921854128
9,39,1,1,1,0,138.94641557342615
9,40,1,1,1,2,141.53905195426285
9,41,1,0,1,0,124.56283014293884
9,42,1,0,1,0,122.69177117166524
9,43,1,0,1,4,123.96885260281894
9,44,1,0,1,0,122.90608081077345
9,45,1,0,1,0,123.48105730268186
9,46,1,0,1,4,123.89368082489828
9,47,0,0,1,0,110.12552805775695
9,48,0,0,1,6,108.70134319142343
9,49,0,0,1,5,106.98278425382142
9,50,1,0,0,2,105.56571564596626
9,51,1,0,0,6,113.0081746826749
9,52,1,0,0,0,105.86712484789453
9,53,1,0,0,7,113.52587184720892
9,54,1,1,0,6,122.1232415036842
9,55,0,0,0,0,95.65655732333887
9,56,0,0,0,4,96.42970590630554
9,57,0,0,0,5,96.36821879058866
9,58,0,0,0,5,101.73720598584296
9,59,1,0,0,2,109.02243909590037
9,0,1,0,0,4,108.3939624458324
9,1,0,0,0,3,106.3706316964897
9,2,0,0,1,7,107.32194264542635
9,3,0,0,0,2,98.74330081093692
9,4,0,1,0,2,113.8342795229222
9,5,0,0,0,5,96.95628842492944
9,6,0,0,0,6,98.43081462806099
9,7,0,1,0,2,110.94763791418525
9,8,0,1,0,4,110.88706807382442
9,9,0,1,0,3,119.03757133159688
9,10,0,1,0,6,107.72394282809437
9,11,1,1,0,7,134.71342564708453
9,12,1,0,0,6,109.86363851759963
9,13,0,0,0,4,95.34040735015475
9,14,0,0,0,6,97.6864883772674
9,17,1,1,0,6,123.1427343933489
9,18,1,1,0,2,124.62742240910598
9,19,1,1,0,6,127.504559265139
9,20,0,0,0,4,98.37993088159593
9,21,0,0,0,4,98.92859532218786
9,23,0,0,0,1,97.59997646083646
9,24,0,0,0,2,100.09733172274728
9,25,0,0,0,1,100.2084306845644
9,26,0,0,0,2,99.61324422536748
9,27,0,1,0,2,115.88817470903177
9,28,0,1,0,7,115.32965684587528
9,30,1,0,0,1,109.12775326200742
9,31,1,0,0,1,111.32799468947783
9,32,1,0,0,7,120.60357001469004
9,33,1,1,0,6,124.66435040020453
9,34,0,1,0,0,111.42208982687907
9,35,0,1,0,1,112.19425971498954
9,36,0,1,0,2,112.79467059995198
9,37,0,0,0,2,101.20463599435558
9,38,0,1,0,0,110.22061145898468
9,39,0,1,0,0,113.54689634684665
9,40,0,1,0,2,113.00466146047786
9,41,0,1,0,2,115.67984298935457
9,42,0,0,0,7,101.03180465376231
9,43,0,0,0,7,98.37226619562708
9,44,0,1,0,4,109.03221187060268
9,45,0,1,0,4,111.25684783698397
9,46,0,1,0,5,109.57094190143705
9,47,1,1,0,0,121.03165178333188
9,49,1,1,0,7,119.82279267548601
9,50,0,0,1,4,109.46619377191149
9,51,0,0,1,2,109.92230434660611
9,52,0,1,1,7,126.31521383996375
9,53,0,0,0,4,95.60060160299334
9,54,0,0,0,0,97.7324978626774
9,55,0,0,0,7,97.05530730841241
9,56,1,0,1,6,121.01032303836581
9,57,1,1,1,1,139.13915768897337
9,58,1,1,0,3,131.74338848009359
9,59,1,0,0,5,108.07805616865484
9,0,1,0,0,2,107.37015843197722
9,1,1,1,0,3,122.3763727714957
9,2,1,1,0,1,123.67206490743841
9,3,1,1,0,0,121.23381511593857
9,4,1,1,0,1,121.01198679125994
9,5,1,1,0,3,123.46370348817621
9,6,1,0,0,5,107.6239503624854
9,7,1,0,0,4,108.86342140083511
9,8,0,0,0,4,93.9476358772813
9,9,0,0,0,2,97.74844846365576
9,10,0,0,0,6,100.10743523936725
9,11,0,0,0,2,97.89273593851416
9,12,0,0,0,0,95.23494884920083
9,13,0,0,0,2,105.75738502350373
9,14,0,0,0,3,107.91580620034597
9,15,0,0,0,2,99.56079577083736
9,17,0,1,0,3,124.33406371347138
9,18,0,0,0,7,98.17805656691475
9,19,0,1,0,3,125.14706510292936
9,20,0,1,0,5,111.29258485025153
9,21,0,1,0,2,114.644922584462
9,22,0,1,0,4,112.66908813034843
9,23,0,1,0,0,115.89827150151206
9,25,0,1,0,2,122.49832578741305
9,26,0,1,0,2,114.95873085426507
9,27,0,0,0,3,111.7292591474432
9,28,0,0,0,6,102.91571306259623
9,29,0,1,0,0,113.0597394665169
9,30,0,1,0,3,116.22183571073424
9,31,0,0,0,5,98.08700030946237
9,32,0,0,0,3,100.86114196161236
9,33,0,0,0,5,96.73706186338433
9,36,0,1,0,4,111.80388225057499
9,37,0,1,0,3,121.9550657760124
9,38,0,1,0,5,114.36596824159555
9,39,0,1,0,5,111.81029774457639
9,40,1,1,0,2,123.33778616817197
9,41,1,0,0,0,110.1837538726989
9,42,1,0,0,5,108.9395874776298
9,43,0,0,0,1,98.77335309518999
9,44,0,0,0,5,92.95710155735773
9,45,0,0,0,5,99.44929190229642
9,46,0,0,0,4,97.83241035576717
9,47,0,0,0,3,103.5861412499037
9,48,0,0,0,3,98.24916363231682
9,49,0,1,0,0,109.5701752057649
9,50,0,1,0,0,109.73202991790376
9,51,0,1,0,2,110.23298022995884
9,52,0,0,0,2,94.93607451539846
9,53,0,1,0,3,115.88494200806026
9,54,0,0,0,2,97.24715889782199
9,55,0,1,0,3,124.04753018405351
9,56,0,0,1,3,118.56137432746178
9,57,0,1,0,5,107.27960807739366
9,58,1,1,1,4,138.86049055964406
9,59,1,1,1,1,137.73299823419546
9,0,1,1,0,5,123.35151568411958
9,1,0,1,0,5,108.01926758859709
9,2,1,1,0,7,134.92774689937173
9,3,0,1,0,7,111.34453909731474
9,4,1,0,1,3,123.72295780849414
9,5,1,1,0,1,123.48109322562777
9,6,1,1,0,2,122.82064439992352
9,7,1,1,0,7,122.99786146361981
9,8,0,1,1,1,126.12987398684074
9,9,0,1,0,1,111.250732386757
9,11,1,0,0,6,112.1833165572604
9,12,0,0,0,4,95.80386105172154
9,13,1,0,0,1,110.57040211283265
9,14,1,0,0,2,110.39145468175751
9,15,1,0,0,2,113.05509842700604
9,16,1,0,0,4,110.56781097979021
9,17,0,0,0,3,99.36559454884748
9,19,0,0,0,4,95.58815038109977
9,20,0,0,0,3,102.04107687262548
9,21,0,0,0,6,99.53403997641357
9,22,1,0,0,6,109.2293777986565
9,23,0,1,0,3,123.78833697341902
9,24,0,1,0,3,127.78146874190233
9,26,0,0,1,4,113.21048304491917
9,27,0,0,1,2,114.85431268350797
9,28,0,0,1,6,113.63858895527228
9,29,0,0,1,6,116.35329108173072
9,30,0,0,1,5,114.51199586877621
9,31,0,0,0,7,100.07772315460674
9,32,0,1,0,3,124.8063765203095
9,34,0,0,0,4,100.01063871415911
9,35,0,0,0,7,97.09557265738985
9,36,1,0,1,5,124.40582173063586
9,37,1,0,0,1,108.73225964258616
9,38,1,0,0,3,107.2627585640529
9,39,1,0,0,5,108.94810499014442
9,40,0,0,0,3,109.50937566670233
9,41,0,0,1,5,112.37869272097895
9,42,1,0,0,2,110.17643842874426
9,43,1,0,0,1,109.55252871622666
9,44,1,0,1,6,123.55505927941131
9,45,0,1,1,3,128.57056175769233
9,46,0,0,0,5,101.48168248485511
9,47,0,0,0,6,98.06822808636281
9,48,1,1,0,6,120.0193833595101
9,49,1,0,0,4,106.65897044626237
9,50,1,0,0,6,104.6227057690095
9,51,0,1,0,5,108.27028651151976
9,52,1,1,0,1,120.67404051371908
9,53,1,1,0,7,120.94204674689146
9,55,0,1,0,4,107.32784741878335
9,56,0,1,0,5,111.48206617409198
9,57,0,1,0,1,118.6023287174048
9,58,0,1,0,0,110.93825524744186
9,59,0,1,0,3,119.101971091652
9,0,0,0,1,3,122.18009121676883
9,1,0,1,0,0,110.11468702247959
9,2,0,1,0,6,107.41254894376414
9,3,0,1,0,6,108.6906345184217
9,4,1,0,0,0,106.29266864625629
9,5,1,0,0,6,106.16753297415632
9,7,0,0,0,1,91.93440692004381
9,8,0,0,1,7,109.1036162395813
9,9,1,0,1,7,132.57313572735248
9,10,0,1,0,3,113.05103421221871
9,11,0,1,0,2,109.40415582583616
9,15,0,0,0,3,108.82718840500425
9,16,0,0,0,6,98.18520783603044
9,17,0,1,0,7,112.8149056035025
9,18,0,1,0,7,111.38975787111698
9,19,0,1,0,6,111.46881626690774
9,20,1,0,0,1,110.05902459251317
9,21,1,0,0,6,121.32323544424875
9,22,0,1,0,7,117.01530273127145
9,23,1,1,0,7,124.05298979347836
9,24,0,1,0,6,114.91872160532472
9,25,0,1,0,1,113.42877929465844
9,26,0,1,1,1,126.39842568663838
9,27,0,1,0,3,127.38494192496846
9,28,0,1,0,5,114.099305479556
9,29,0,1,0,7,113.96663251908993
9,30,0,0,0,7,100.38316401012541
9,31,0,0,1,7,116.23635794983753
9,32,0,0,0,6,101.3465599102405
9,34,0,0,0,7,98.43788707973178
9,36,1,0,0,0,107.46541773236311
9,37,1,0,0,4,108.2076747402241
9,38,0,0,0,6,101.47283024785892
9,39,0,1,0,6,110.53770166248177
9,40,1,0,0,7,108.87604538807139
9,41,1,0,0,3,110.54879480803685
9,44,0,0,0,2,99.94652164638823
9,45,0,0,0,6,95.61810204191394
9,46,1,0,0,7,117.90895513613901
9,47,0,0,0,1,99.16983191009325
9,48,0,0,0,6,98.21878607941234
9,49,0,0,0,5,94.32219089113627
9,50,0,0,0,7,96.87474743614013
9,51,1,0,1,6,121.81075562845396
9,52,0,1,1,6,120.92885955221064
9,53,1,0,1,4,119.90933708102739
9,54,1,0,1,3,121.70652851342878
9,55,1,1,0,0,121.35278487068206
9,56,1,1,0,4,121.68701945172785
9,57,1,1,0,3,123.30847919737637
9,58,1,0,0,4,105.94446801211635
9,59,0,0,0,7,99.41364162257051
9,0,0,0,0,0,95.05358765514704
9,1,0,0,0,5,99.28041316405421
9,2,0,0,0,3,98.53962919299369
9,3,0,0,0,6,97.61069540859587
9,4,0,1,0,4,107.30484831155185
9,5,0,1,0,6,112.46157588054625
9,6,0,0,0,1,98.52849419346971
9,7,0,0,0,5,98.17632420863178
9,8,1,0,0,0,109.59184737611889
9,9,1,0,0,5,108.10426229043084
9,10,1,0,1,5,123.0256937493726
9,11,1,0,0,2,110.87072127735587
9,12,1,0,0,4,110.66914715607061
9,13,1,0,0,2,110.56731653867942
9,14,1,1,0,7,126.95351715165609
9,15,0,1,0,6,112.7541600786611
9,16,0,1,0,5,112.34968722697627
9,17,0,1,0,5,115.78443754384952
9,19,1,1,0,3,125.5001826589006
9,20,1,0,1,5,125.8228056139675
9,22,0,0,0,6,97.30265463678094
9,23,1,0,0,2,111.48283533080503
9,24,1,0,0,5,109.69228572343344
9,25,0,0,0,4,100.46416412934207
9,26,0,0,0,3,107.53827128505273
9,27,0,0,0,2,98.82485883202548
9,28,0,1,0,0,112.55899188473526
9,31,0,1,0,0,116.17524416312891
9,32,0,1,0,6,116.26923656443873
9,33,0,1,0,6,113.64089286000407
9,34,0,0,0,0,97.00673131807316
9,35,0,0,0,3,109.41418307552014
9,36,0,1,0,0,112.92694766995233
9,37,0,1,0,2,113.35668277769904
9,38,0,0,0,0,97.168646753861
9,39,0,0,0,6,100.46400818052949
9,40,0,0,0,0,99.61712009733333
9,41,0,0,0,7,100.67189426354628
9,42,1,0,0,7,108.40311668354678
9,43,0,0,1,5,109.46658223157921
9,44,0,0,0,7,98.03221239062474
9,45,0,0,0,3,99.72041026721638
9,46,0,0,0,1,99.36104427100555
9,47,0,0,0,0,98.48850060557879
9,48,0,0,0,4,95.57001278948756
9,49,1,0,0,2,107.32094765338424
9,50,1,0,0,5,105.74933181473322
9,51,0,0,0,7,97.1009071554029
9,52,0,0,0,1,98.25287258185989
9,53,0,0,0,3,103.9560290512014
9,54,0,0,0,3,103.61053330540325
9,55,0,0,1,5,107.31519336200378
9,57,0,0,0,4,93.50174326186158
9,59,0,0,1,2,110.15560233805412
9,0,0,0,1,5,108.49817964237326
9,1,1,0,1,2,122.08669617689043
9,2,1,1,1,6,137.28652927123497
9,3,0,1,1,3,124.87287015516074
9,4,0,0,0,4,93.18709469287529
9,6,1,0,0,3,119.36767960249705
9,7,1,0,1,2,124.92879867430327
9,8,1,0,1,6,121.82140575623961
9,9,1,1,1,1,138.58761422591522
9,10,1,1,0,7,123.29353619380089
9,12,1,1,1,0,138.6055862745978
9,13,1,1,1,5,141.4183223035992
9,14,0,1,0,5,113.61337817202711
9,15,0,1,0,7,116.56057470808491
9,16,0,0,0,4,98.70212203941657
9,17,1,0,0,1,111.25228246873229
9,18,1,0,0,5,111.20403470610538
9,19,0,0,0,6,99.136348907547
9,21,0,0,0,2,101.93749015589367
9,22,0,0,0,3,113.0153560453999
9,23,0,0,0,5,98.97296195325947
9,24,0,0,0,5,101.44624628958745
9,25,1,0,0,5,111.26364091630498
9,28,0,0,1,1,120.85349128536069
9,29,0,0,0,1,100.05182357086355
9,31,0,0,0,1,107.85169820100717
9,32,0,0,0,5,101.06081006963728
9,33,0,0,0,6,100.20509805181109
9,35,1,1,0,6,123.47654155953533
9,36,0,1,0,7,114.59381564171395
9,37,1,0,1,7,135.9424913621032
9,38,0,1,1,0,124.46801231994165
9,39,0,1,1,2,124.35431307889672
9,40,0,0,1,1,111.51917671287589
9,41,0,0,1,0,109.27592557345014
9,42,0,0,1,5,110.39257119733976
9,44,1,0,0,1,107.5156107588879
9,45,1,0,0,3,115.43555005427949
9,46,1,1,1,4,138.9164667168974
9,47,0,1,1,7,123.2095725115828
9,48,1,0,0,3,116.91161215809363
9,49,1,0,1,4,122.6242723494824
9,50,0,0,1,1,109.08697100081432
9,51,0,0,1,7,118.63192853089672
9,52,1,1,0,3,129.4332025027346
9,53,1,0,0,0,106.83690810632893
9,54,1,0,0,2,106.37132923630195
9,55,1,1,0,2,123.12909554950988
9,56,1,0,0,6,107.19575209576143
9,57,0,1,0,3,113.52458867299498
9,58,0,1,1,2,126.65321908679005
9,59,0,1,1,4,123.19631249630407
9,0,1,1,1,0,136.80380036779098
9,1,1,1,1,0,138.40008499628846
9,2,1,1,1,5,137.27969111144552
9,3,0,1,0,0,108.64202389767665
9,4,0,1,0,0,110.11396041776855
9,5,0,1,0,2,117.58985254844012
9,6,0,0,0,7,98.95330455994265
9,7,0,1,0,1,116.54021007401805
9,9,1,1,0,4,123.44645549116433
9,10,0,1,0,2,111.51669020021238
9,11,0,1,0,1,111.34399848764508
9,12,0,1,1,5,126.36457270757847
9,13,1,1,0,1,125.71504638686872
9,14,1,1,0,5,123.83937166289346
9,15,1,1,0,5,128.6003580452008
9,16,0,1,1,3,125.96240711092888
9,17,0,0,1,6,111.83292689528979
9,18,0,1,1,0,127.40920047139936
9,19,0,1,1,2,127.71989171285477
9,20,0,1,1,5,127.79383703553408
9,21,0,1,0,4,109.55931187180408
9,22,1,1,0,5,127.15869173242689
9,23,0,1,0,1,117.35575209414188
9,26,0,1,0,6,118.98192833423545
9,27,0,0,0,4,98.25375349723315
9,28,1,0,0,0,110.20182028222152
9,29,1,0,0,6,111.08209874327157
9,30,0,0,0,1,99.02334606579969
9,31,0,0,0,4,97.33709513187728
9,32,0,0,0,0,98.78512771833132
9,33,0,0,0,1,102.13214065948063
9,34,0,0,1,3,127.36020778265586
